record_id,record_date,year,month,emirate,city,locality,property_type,property_category,bedrooms,avg_annual_rent_aed,avg_monthly_rent_aed,avg_rent_per_sqft_aed,gross_rental_yield_pct,property_value_estimate_aed,vacancy_rate_pct,str_occupancy_rate_pct,str_adr_aed,str_revpar_aed,ejari_registrations,rera_standard_rent_aed,rent_increase_pct_yoy,demand_supply_ratio,new_rental_listings
RNT001033,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Al Reef,Townhouse,Affordable,1BR,99600,8300,34.73,6.471,1539088,14.5,55.5,525,291,90,102648,6.41,1.496,1
RNT001034,2020-07-01,2020,7,Sharjah,Sharjah,Al Yarmook,Apartment,Premium,Studio,295689,24640,158.96,6.581,4493141,20.7,74.9,1634,1223,61,286021,-1.07,1.595,39
RNT001035,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Mid-Market,1BR,63402,5283,55.24,5.756,1101483,9.86,81.1,418,338,75,64859,0.73,1.334,31
RNT001036,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Masdar City,Studio,Mid-Market,5BR+,238843,19903,92.5,6.551,3645877,9.23,72.6,1949,1414,1,244479,4.96,0.95,7
RNT001037,2020-07-01,2020,7,Dubai,Dubai,Dubai Marina,Apartment,Luxury,3BR,488142,40678,309.84,5.337,9146573,15.6,63.7,3985,2538,1,507574,5.15,1.309,5
RNT001038,2020-07-01,2020,7,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Apartment,Affordable,1BR,76830,6402,41.44,6.286,1222277,13.62,67.4,456,307,115,72878,5.53,1.191,62
RNT001039,2020-07-01,2020,7,Dubai,Dubai,Downtown Dubai,Apartment,Premium,3BR,536807,44733,189.94,6.68,8036091,8.1,77.7,4431,3442,200,518517,10.16,0.759,41
RNT001040,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Corniche,Townhouse,Mid-Market,5BR+,43616,3634,57.12,6.468,674296,21.67,78.6,260,204,30,44544,-2.68,1.487,14
RNT001041,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Al Reef,Villa,Mid-Market,1BR,183833,15319,67.75,5.524,3327609,21.26,56.2,1142,641,2,172240,0.5,0.839,28
RNT001042,2020-07-01,2020,7,Sharjah,Sharjah,Al Qasimia,Apartment,Ultra-Luxury,2BR,1224713,102059,717.78,4.005,30578784,6.43,70.2,9015,6328,65,1143481,-1.18,0.9,18
RNT001043,2020-07-01,2020,7,Dubai,Dubai,DAMAC Hills,Villa,Premium,1BR,422199,35183,212.73,7.193,5869698,20.14,75.6,3301,2495,46,397582,2.89,0.932,2
RNT001044,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Masdar City,Townhouse,Mid-Market,Studio,52737,4394,75.86,6.077,867792,15.8,71.3,279,198,91,50466,4.5,1.06,10
RNT001045,2020-07-01,2020,7,Dubai,Dubai,Dubai Creek Harbour,Apartment,Premium,3BR,386310,32192,170.71,5.845,6609289,20.99,57.5,2987,1717,104,382802,7.68,1.545,40
RNT001046,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Al Reem Island,Townhouse,Mid-Market,1BR,31265,2605,62.26,5.579,560381,17.09,77.7,240,186,157,31904,5.06,0.767,1
RNT001047,2020-07-01,2020,7,Dubai,Dubai,Al Furjan,Townhouse,Mid-Market,5BR+,77006,6417,102.17,7.577,1016361,20.14,77.4,418,323,406,74190,-0.06,0.968,6
RNT001048,2020-07-01,2020,7,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Townhouse,Affordable,1BR,21903,1825,25.01,7.014,312259,12.39,74.7,133,99,186,19880,7.73,1.05,15
RNT001049,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Mid-Market,2BR,89222,7435,84.43,6.69,1333602,19.18,78.9,455,358,377,91864,9.04,1.305,39
RNT001050,2020-07-01,2020,7,Sharjah,Sharjah,Muwaileh,Apartment,Mid-Market,4BR,247902,20658,99.0,6.641,3732709,13.69,70.0,1386,970,159,247880,-0.82,1.52,64
RNT001051,2020-07-01,2020,7,Sharjah,Sharjah,Al Majaz,Villa,Premium,5BR+,191020,15918,173.32,6.073,3145181,15.9,61.2,1474,902,173,177037,0.85,1.156,3
RNT001052,2020-07-01,2020,7,Sharjah,Sharjah,Al Qasimia,Apartment,Mid-Market,1BR,141706,11808,67.87,7.499,1889649,15.78,75.3,784,590,82,129654,7.13,1.04,66
RNT001053,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Saadiyat Island,Villa,Affordable,Studio,32081,2673,24.88,7.346,436749,16.43,69.4,196,136,2,31190,2.41,0.831,9
RNT001054,2020-07-01,2020,7,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Apartment,Premium,2BR,94828,7902,101.56,5.497,1725121,19.07,73.2,561,410,58,95949,-3.02,1.553,42
RNT001055,2020-07-01,2020,7,Dubai,Dubai,Discovery Gardens,Townhouse,Premium,Studio,276773,23064,119.29,7.083,3907639,6.02,57.1,2378,1357,157,275154,7.68,1.056,39
RNT001056,2020-07-01,2020,7,Dubai,Dubai,Dubai Creek Harbour,Townhouse,Affordable,3BR,37883,3156,56.05,8.094,468031,20.06,57.2,234,133,452,37976,-1.8,1.185,108
RNT001057,2020-07-01,2020,7,Dubai,Dubai,DAMAC Hills,Villa,Mid-Market,1BR,60883,5073,81.44,6.72,906034,8.85,70.1,472,330,48,59522,4.24,1.577,134
RNT001058,2020-07-01,2020,7,Sharjah,Sharjah,Al Khan,Villa,Mid-Market,1BR,105403,8783,58.48,6.656,1583600,21.02,58.4,560,327,15,96594,4.72,1.131,10
RNT001059,2020-07-01,2020,7,Dubai,Dubai,Sports City,Villa,Mid-Market,1BR,160287,13357,99.33,6.872,2332533,11.64,80.8,1349,1089,290,151022,9.95,1.091,69
RNT001060,2020-07-01,2020,7,Dubai,Dubai,Business Bay,Studio,Luxury,2BR,297248,24770,265.71,5.299,5609167,20.54,61.5,2202,1354,359,278041,6.65,1.088,4
RNT001061,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Al Raha Beach,Villa,Mid-Market,2BR,69640,5803,52.59,5.766,1207739,15.93,66.5,493,327,70,69915,0.96,1.157,25
RNT001062,2020-07-01,2020,7,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Premium,1BR,398983,33248,146.58,5.143,7757855,13.09,68.4,2708,1852,319,362264,6.67,1.495,3
RNT001063,2020-07-01,2020,7,Dubai,Dubai,MBR City,Studio,Affordable,1BR,73547,6128,27.03,6.642,1107349,18.3,74.3,651,483,75,66252,2.81,0.969,97
RNT001064,2020-07-01,2020,7,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Apartment,Luxury,4BR,293467,24455,181.33,3.876,7571221,19.5,81.8,2158,1765,129,291590,5.07,1.295,83
RNT001065,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Mid-Market,1BR,81075,6756,59.83,6.518,1243904,14.32,64.1,652,417,306,81582,4.73,1.022,38
RNT001066,2020-08-01,2020,8,Dubai,Dubai,Business Bay,Studio,Affordable,1BR,81347,6778,39.19,6.985,1164591,12.25,79.4,719,570,43,75727,4.05,1.562,23
RNT001067,2020-08-01,2020,8,Sharjah,Sharjah,Al Majaz,Studio,Premium,1BR,194322,16193,174.93,6.058,3207716,12.95,63.3,1266,801,7,182467,4.0,1.127,21
RNT001068,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Al Raha Beach,Villa,Premium,2BR,125220,10435,155.24,5.332,2348270,11.93,76.8,879,675,120,117098,-0.3,1.268,131
RNT001069,2020-08-01,2020,8,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Villa,Premium,2BR,238837,19903,93.27,4.637,5151036,7.18,78.9,2080,1641,79,237745,5.73,0.742,51
RNT001070,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Premium,1BR,183889,15324,101.61,5.941,3095505,20.87,59.7,1286,767,58,186612,10.77,0.823,27
RNT001071,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Al Reem Island,Studio,Mid-Market,2BR,78868,6572,57.93,6.531,1207509,14.69,62.5,442,276,157,71073,2.22,1.414,5
RNT001072,2020-08-01,2020,8,Dubai,Dubai,Al Barsha,Townhouse,Affordable,1BR,74294,6191,33.24,7.743,959471,16.19,77.6,495,384,173,77896,8.07,1.522,6
RNT001073,2020-08-01,2020,8,Dubai,Dubai,Dubai South,Villa,Premium,3BR,443177,36931,165.33,7.185,6167969,11.37,56.7,2982,1690,68,461267,7.46,1.253,9
RNT001074,2020-08-01,2020,8,Dubai,Dubai,Al Furjan,Apartment,Luxury,1BR,248965,20747,299.78,5.528,4503380,13.41,79.8,1435,1145,165,258012,6.43,1.221,42
RNT001075,2020-08-01,2020,8,Dubai,Dubai,Business Bay,Apartment,Ultra-Luxury,2BR,1373923,114493,483.25,4.977,27602989,15.2,69.0,7381,5092,16,1239204,9.69,1.339,9
RNT001076,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Mid-Market,2BR,205255,17104,94.1,6.399,3207717,20.81,71.7,1069,766,8,185194,10.6,0.701,31
RNT001077,2020-08-01,2020,8,Sharjah,Sharjah,Al Qasimia,Townhouse,Mid-Market,2BR,125623,10468,95.77,6.496,1933758,18.28,76.3,982,749,279,131140,7.31,1.58,54
RNT001078,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Al Reem Island,Townhouse,Luxury,3BR,471581,39298,223.03,5.301,8895917,20.29,61.8,3353,2072,124,476099,3.38,1.02,42
RNT001079,2020-08-01,2020,8,Dubai,Dubai,Dubai Creek Harbour,Apartment,Premium,2BR,192965,16080,162.86,5.986,3223346,11.83,56.4,1202,677,8,198172,7.69,1.245,17
RNT001080,2020-08-01,2020,8,Dubai,Dubai,Dubai Creek Harbour,Apartment,Premium,2BR,201073,16756,111.64,6.343,3170098,9.56,74.0,1334,987,276,200797,1.04,0.959,34
RNT001081,2020-08-01,2020,8,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Apartment,Luxury,2BR,408799,34066,179.8,4.032,10138301,6.67,58.3,2500,1457,160,415419,8.44,1.474,14
RNT001082,2020-08-01,2020,8,Dubai,Dubai,JBR,Townhouse,Mid-Market,1BR,80447,6703,79.38,6.282,1280547,11.29,67.5,709,478,104,77737,12.67,1.387,69
RNT001083,2020-08-01,2020,8,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Mid-Market,4BR,135852,11321,62.16,6.214,2186236,18.81,78.1,1101,859,9,122362,1.94,0.939,20
RNT001084,2020-08-01,2020,8,Dubai,Dubai,Dubai Marina,Studio,Affordable,2BR,32556,2713,23.15,7.479,435328,13.44,55.7,194,108,280,30152,6.67,1.408,5
RNT001085,2020-08-01,2020,8,Dubai,Dubai,Al Barsha,Villa,Mid-Market,1BR,69353,5779,86.07,6.643,1043944,13.13,64.9,364,236,20,69478,-1.09,1.529,23
RNT001086,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Yas Island,Townhouse,Affordable,5BR+,44302,3691,23.53,7.552,586632,19.72,70.8,369,261,74,44143,4.31,1.486,48
RNT001087,2020-08-01,2020,8,Dubai,Dubai,Dubai Creek Harbour,Apartment,Mid-Market,4BR,103959,8663,77.54,7.292,1425621,10.31,66.7,846,564,344,108604,1.99,1.359,69
RNT001088,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Al Reef,Townhouse,Affordable,1BR,29131,2427,33.34,6.153,473461,20.07,67.8,204,138,8,29930,0.76,1.571,29
RNT001089,2020-08-01,2020,8,Dubai,Dubai,Business Bay,Apartment,Mid-Market,1BR,63863,5321,73.78,7.375,865998,19.01,78.5,410,321,93,63066,-0.22,0.992,60
RNT001090,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Mid-Market,2BR,181568,15130,95.14,6.711,2705691,5.56,77.3,1155,892,105,187722,8.97,1.373,16
RNT001091,2020-08-01,2020,8,Dubai,Dubai,Downtown Dubai,Townhouse,Mid-Market,3BR,88695,7391,100.27,7.526,1178530,21.73,60.9,773,470,66,92090,-0.8,1.292,28
RNT001092,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Al Shamkha,Apartment,Mid-Market,1BR,104352,8696,71.09,6.037,1728663,18.05,56.9,671,381,260,107142,5.45,1.541,136
RNT001093,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Khalifa City,Villa,Premium,Studio,141806,11817,96.78,5.372,2639659,21.84,57.2,1205,689,33,129103,8.58,0.87,13
RNT001094,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Corniche,Villa,Premium,1BR,257709,21475,160.35,5.554,4639975,21.44,68.7,1362,935,24,261680,-2.25,1.008,56
RNT001095,2020-08-01,2020,8,Dubai,Dubai,JBR,Apartment,Premium,3BR,114214,9517,166.25,6.212,1838575,8.36,68.9,726,500,129,109337,4.06,0.896,7
RNT001096,2020-08-01,2020,8,Dubai,Dubai,Dubai Creek Harbour,Apartment,Mid-Market,2BR,195816,16318,68.04,6.65,2944491,11.19,73.5,1223,898,7,204555,4.84,1.28,3
RNT001097,2020-08-01,2020,8,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Apartment,Mid-Market,1BR,71329,5944,55.21,5.267,1354211,13.34,56.5,494,279,57,68295,9.86,1.446,1
RNT001098,2020-08-01,2020,8,Sharjah,Sharjah,Muwaileh,Villa,Affordable,1BR,102071,8505,47.0,6.795,1502218,11.28,77.8,628,488,93,96530,3.64,0.858,40
RNT001099,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Premium,2BR,455275,37939,186.16,6.359,7159731,5.78,55.9,3295,1841,98,477947,1.53,1.265,74
RNT001100,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Yas Acres,Villa,Premium,Studio,264809,22067,135.69,5.998,4415118,18.11,69.1,1484,1025,12,248226,0.89,1.311,61
RNT001101,2020-08-01,2020,8,Sharjah,Sharjah,Al Yarmook,Apartment,Affordable,1BR,89368,7447,54.83,6.979,1280473,12.9,74.3,495,367,113,91383,7.0,1.263,50
RNT001102,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Affordable,3BR,80096,6674,42.05,6.363,1258855,13.58,75.1,594,446,13,79934,3.08,1.286,7
RNT001103,2020-08-01,2020,8,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Mid-Market,3BR,140938,11744,81.32,6.816,2067879,13.27,57.4,961,551,74,136571,10.23,1.068,118
RNT001104,2020-09-01,2020,9,Dubai,Dubai,Al Barsha,Townhouse,Premium,1BR,221555,18462,93.82,5.851,3786799,12.73,59.1,1461,863,227,203815,1.94,0.752,9
RNT001105,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Al Shamkha,Townhouse,Premium,3BR,387859,32321,152.26,5.737,6760306,12.98,79.4,2899,2301,22,366049,10.0,0.978,41
RNT001106,2020-09-01,2020,9,Dubai,Dubai,Dubai Hills Estate,Apartment,Affordable,2BR,60867,5072,57.94,6.915,880276,19.37,65.3,328,214,135,60983,3.82,1.128,37
RNT001107,2020-09-01,2020,9,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Apartment,Affordable,1BR,72721,6060,29.19,6.154,1181723,10.01,63.5,532,337,269,68784,4.43,1.384,68
RNT001108,2020-09-01,2020,9,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Luxury,2BR,776335,64694,263.75,4.321,17964751,11.82,66.5,6223,4138,19,707041,4.22,0.882,40
RNT001109,2020-09-01,2020,9,Sharjah,Sharjah,Al Taawun,Townhouse,Mid-Market,3BR,231016,19251,85.52,6.764,3415255,14.71,79.6,1675,1333,0,231520,6.67,1.223,54
RNT001110,2020-09-01,2020,9,Dubai,Dubai,Arabian Ranches,Apartment,Affordable,Studio,45804,3817,51.69,6.61,692925,10.44,65.3,275,179,74,48031,7.15,1.016,9
RNT001111,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Al Shamkha,Apartment,Affordable,1BR,42864,3572,33.54,6.489,660579,13.88,67.7,316,213,91,38701,-0.29,1.278,3
RNT001112,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,3BR,211366,17613,82.53,5.997,3524455,8.07,80.6,1156,931,47,197654,0.45,1.279,13
RNT001113,2020-09-01,2020,9,Dubai,Dubai,Meydan,Villa,Premium,2BR,314214,26184,110.58,6.639,4732614,9.41,64.6,1717,1109,419,306304,-0.67,1.559,1
RNT001114,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Affordable,Studio,90770,7564,34.87,6.068,1495970,10.72,58.2,479,278,8,84891,6.48,1.185,102
RNT001115,2020-09-01,2020,9,Sharjah,Sharjah,Al Taawun,Studio,Mid-Market,4BR,188089,15674,85.62,7.59,2478187,7.85,59.1,1436,848,2,173038,6.71,1.171,51
RNT001116,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Affordable,1BR,71646,5970,39.06,7.263,986492,5.26,77.7,588,456,3,66048,4.61,0.993,8
RNT001117,2020-09-01,2020,9,Dubai,Dubai,DAMAC Hills,Apartment,Mid-Market,2BR,99658,8304,69.36,7.445,1338602,9.74,73.0,727,530,92,92632,5.04,1.497,68
RNT001118,2020-09-01,2020,9,Dubai,Dubai,Discovery Gardens,Apartment,Premium,2BR,91517,7626,133.16,7.19,1272797,7.57,61.6,529,325,450,85963,2.11,1.255,17
RNT001119,2020-09-01,2020,9,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Studio,Premium,2BR,161752,13479,114.74,4.82,3355622,16.25,77.1,969,747,151,146064,1.66,0.829,4
RNT001120,2020-09-01,2020,9,Dubai,Dubai,Arabian Ranches,Apartment,Mid-Market,2BR,180722,15060,72.24,6.39,2828293,20.39,77.6,1241,963,93,177172,1.28,0.945,0
RNT001121,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Al Shamkha,Townhouse,Affordable,2BR,109531,9127,38.0,6.471,1692763,21.87,60.4,869,524,124,113763,-1.97,1.154,97
RNT001122,2020-09-01,2020,9,Sharjah,Sharjah,Al Khan,Apartment,Mid-Market,1BR,68964,5747,60.14,6.827,1010248,16.24,81.7,365,298,181,71230,2.7,1.412,23
RNT001123,2020-09-01,2020,9,Dubai,Dubai,Dubai Creek Harbour,Townhouse,Premium,1BR,432077,36006,166.47,6.112,7069422,20.03,73.8,2174,1604,160,411707,5.5,1.193,5
RNT001124,2020-09-01,2020,9,Sharjah,Sharjah,Al Khan,Villa,Premium,5BR+,468049,39004,167.81,5.947,7869797,15.25,55.3,3836,2121,248,437213,6.98,0.925,18
RNT001125,2020-09-01,2020,9,Dubai,Dubai,Dubai Creek Harbour,Townhouse,Affordable,5BR+,67106,5592,27.45,7.301,919191,13.74,67.7,516,349,101,65907,5.03,1.523,123
RNT001126,2020-09-01,2020,9,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Mid-Market,2BR,234044,19503,84.06,6.455,3625939,12.35,57.6,1540,887,1,245694,1.79,1.52,79
RNT001127,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Ultra-Luxury,1BR,886208,73850,404.23,4.056,21850807,17.27,63.0,7756,4886,216,910226,1.67,0.715,12
RNT001128,2020-09-01,2020,9,Sharjah,Sharjah,Al Majaz,Studio,Premium,1BR,338405,28200,115.14,5.305,6378746,15.65,58.9,2661,1567,47,354915,2.88,0.766,19
RNT001129,2020-09-01,2020,9,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Apartment,Premium,1BR,142144,11845,156.08,5.714,2487450,11.77,58.4,734,428,31,144527,4.85,1.422,39
RNT001130,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Yas Acres,Townhouse,Ultra-Luxury,2BR,350204,29183,451.11,4.472,7831052,10.47,79.6,2900,2308,4,365921,4.94,1.329,2
RNT001131,2020-09-01,2020,9,Dubai,Dubai,Business Bay,Studio,Premium,1BR,109360,9113,153.69,5.781,1891666,16.86,62.6,946,592,224,103525,5.38,0.862,33
RNT001132,2020-09-01,2020,9,Dubai,Dubai,Dubai Hills Estate,Studio,Mid-Market,2BR,110691,9224,66.86,6.537,1693361,5.29,81.8,912,746,179,113288,0.77,1.084,3
RNT001133,2020-09-01,2020,9,Dubai,Dubai,Dubai Creek Harbour,Apartment,Mid-Market,1BR,98363,8196,72.8,7.12,1381563,5.47,78.7,689,542,173,102958,8.35,1.111,4
RNT001134,2020-09-01,2020,9,Sharjah,Sharjah,Muwaileh,Townhouse,Mid-Market,3BR,181228,15102,71.19,6.027,3007112,21.1,68.6,1543,1058,11,163604,7.71,1.517,36
RNT001135,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Affordable,Studio,59489,4957,20.54,6.094,976125,5.35,64.9,407,264,24,57862,1.49,0.951,6
RNT001136,2020-09-01,2020,9,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Studio,Premium,1BR,242108,20175,131.03,5.139,4711047,19.13,80.9,1697,1372,124,233221,6.37,1.485,23
RNT001137,2020-09-01,2020,9,Sharjah,Sharjah,Al Yarmook,Townhouse,Affordable,1BR,26774,2231,30.19,7.545,354878,5.14,79.2,232,183,142,27119,0.54,0.715,17
RNT001138,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Premium,2BR,171316,14276,122.56,5.251,3262641,6.92,64.7,1376,890,25,168360,5.26,1.4,63
RNT001139,2020-09-01,2020,9,Dubai,Dubai,Palm Jumeirah,Villa,Affordable,3BR,81416,6784,44.32,8.342,975993,18.2,58.5,658,384,20,82623,3.3,0.899,10
RNT001140,2020-09-01,2020,9,Dubai,Dubai,Downtown Dubai,Apartment,Premium,1BR,270244,22520,119.41,6.537,4134368,18.19,61.0,2320,1415,12,257327,6.8,1.014,42
RNT001141,2020-09-01,2020,9,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Townhouse,Mid-Market,Studio,233248,19437,78.58,5.494,4245739,6.38,77.1,1195,921,28,236176,5.06,1.043,3
RNT001142,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Mid-Market,1BR,249127,20760,91.93,6.566,3794013,8.51,65.7,1648,1082,62,252562,5.96,1.368,24
RNT001143,2020-09-01,2020,9,Dubai,Dubai,JVC,Townhouse,Mid-Market,2BR,227994,18999,77.65,7.179,3175815,8.68,80.4,1295,1041,203,215819,4.65,1.123,4
RNT001144,2020-09-01,2020,9,Sharjah,Sharjah,Al Nahda,Apartment,Affordable,5BR+,72757,6063,30.39,7.289,998228,8.3,64.1,457,292,200,65692,1.02,1.584,68
RNT001145,2020-09-01,2020,9,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Affordable,2BR,64345,5362,24.32,6.31,1019717,13.03,74.9,548,410,115,64027,-1.24,1.585,0
RNT001146,2020-09-01,2020,9,Dubai,Dubai,Arabian Ranches,Studio,Mid-Market,1BR,260511,21709,116.7,7.787,3345591,14.06,66.7,1840,1227,40,244313,5.8,0.776,15
RNT001147,2020-09-01,2020,9,Dubai,Dubai,DAMAC Hills,Apartment,Mid-Market,4BR,106445,8870,88.7,6.501,1637259,21.77,72.3,572,413,163,106803,3.5,0.912,117
RNT001148,2020-09-01,2020,9,Dubai,Dubai,DAMAC Hills,Apartment,Premium,1BR,75643,6303,136.47,6.915,1093910,21.68,57.3,541,309,31,77486,1.51,0.784,12
RNT001149,2020-09-01,2020,9,Dubai,Dubai,JVC,Townhouse,Ultra-Luxury,2BR,1458219,121518,606.47,5.047,28893560,16.85,81.7,7398,6044,211,1334357,0.26,0.732,68
RNT001150,2020-09-01,2020,9,Sharjah,Sharjah,Al Taawun,Apartment,Mid-Market,1BR,146849,12237,101.04,6.956,2111021,8.31,66.1,908,600,60,152344,5.52,1.426,43
RNT001151,2020-09-01,2020,9,Dubai,Dubai,DAMAC Hills,Apartment,Premium,Studio,243621,20301,128.94,6.375,3821556,10.86,69.4,1562,1084,123,229058,3.34,1.173,76
RNT001152,2020-09-01,2020,9,Dubai,Dubai,Discovery Gardens,Townhouse,Premium,1BR,313728,26144,117.93,6.996,4484320,5.95,57.0,1584,902,34,299585,6.6,1.162,43
RNT001153,2020-09-01,2020,9,Sharjah,Sharjah,Muwaileh,Townhouse,Affordable,1BR,109470,9122,39.04,7.068,1548860,8.84,61.1,623,380,151,112874,0.69,0.845,51
RNT001154,2020-09-01,2020,9,Dubai,Dubai,Dubai Marina,Apartment,Luxury,1BR,172393,14366,190.17,5.478,3146845,16.59,79.1,1365,1079,17,162735,5.91,0.767,6
RNT001155,2020-09-01,2020,9,Sharjah,Sharjah,Al Taawun,Apartment,Mid-Market,1BR,48799,4066,64.78,6.503,750443,17.87,71.3,292,208,56,47351,5.41,1.101,6
RNT001156,2020-09-01,2020,9,Dubai,Dubai,Dubai Creek Harbour,Townhouse,Mid-Market,1BR,246671,20555,94.7,7.219,3416826,9.12,66.2,1480,979,148,239448,6.24,1.207,46
RNT001157,2020-10-01,2020,10,Sharjah,Sharjah,Muwaileh,Apartment,Premium,2BR,163649,13637,124.4,6.517,2511289,17.54,80.0,905,724,84,162464,5.36,1.515,21
RNT001158,2020-10-01,2020,10,Abu Dhabi,Abu Dhabi,Yas Island,Townhouse,Affordable,1BR,79027,6585,30.73,6.362,1242137,17.09,64.3,536,344,10,82470,9.97,1.565,102
RNT001159,2020-10-01,2020,10,Dubai,Dubai,Dubai South,Apartment,Premium,3BR,422127,35177,185.01,6.635,6362301,9.48,56.5,3689,2084,13,418221,1.09,1.062,8
RNT001160,2020-10-01,2020,10,Dubai,Dubai,Downtown Dubai,Apartment,Affordable,4BR,76640,6386,61.69,7.329,1045687,5.47,78.8,590,464,77,72960,4.62,0.777,19
RNT001161,2020-10-01,2020,10,Abu Dhabi,Abu Dhabi,Al Shamkha,Apartment,Mid-Market,2BR,102145,8512,80.89,5.487,1861750,10.95,69.6,715,497,128,100946,7.52,1.596,43
RNT001162,2020-10-01,2020,10,Dubai,Dubai,Sports City,Apartment,Premium,2BR,271225,22602,158.31,6.329,4285451,18.44,69.8,1916,1337,188,248200,3.12,1.013,16
RNT001163,2020-10-01,2020,10,Dubai,Dubai,Sports City,Apartment,Mid-Market,3BR,240699,20058,96.12,7.72,3117917,15.99,64.4,1842,1186,72,233740,3.39,0.825,18
RNT001164,2020-10-01,2020,10,Dubai,Dubai,Dubai Creek Harbour,Apartment,Ultra-Luxury,1BR,422053,35171,597.27,5.284,7986817,9.04,72.1,3146,2268,8,426360,-1.02,1.18,0
RNT001165,2020-10-01,2020,10,Sharjah,Sharjah,Al Qasimia,Apartment,Ultra-Luxury,3BR,545652,45471,567.2,3.866,14115892,12.43,73.0,3150,2299,11,547715,2.33,1.464,8
RNT001166,2020-10-01,2020,10,Dubai,Dubai,JVC,Apartment,Premium,2BR,127495,10624,103.91,5.825,2188671,18.45,76.5,768,587,1,122408,1.59,1.186,12
RNT001167,2020-10-01,2020,10,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Mid-Market,3BR,138763,11563,60.6,6.548,2119034,13.09,60.6,756,458,54,137424,4.15,0.726,35
RNT001168,2020-10-01,2020,10,Dubai,Dubai,Business Bay,Villa,Mid-Market,1BR,179345,14945,95.75,7.13,2515433,8.43,68.9,1536,1058,23,187053,6.14,0.959,25
RNT001169,2020-10-01,2020,10,Dubai,Dubai,Dubai South,Apartment,Affordable,3BR,76059,6338,46.55,7.579,1003494,20.22,69.5,595,413,37,70176,4.43,0.763,52
