project_id,project_name,developer,area,project_type,total_units,sold_units,sold_percentage,launch_year,completion_year,status,avg_price_per_sqft_aed,min_price_aed,max_price_aed,floors,has_amenities,is_freehold
PRJ-00596,Business Residences 20,Seven Tides,Business Bay,Residential,1265,595,47.1,2012,,Under Construction,2507,1233220,9659494,10,False,True
PRJ-00597,Arada Jumeirah Tower 2,Arada,Jumeirah,Mixed Use,303,266,87.8,2015,,Under Construction,3203,678833,8938541,6,True,True
PRJ-00598,Al Residences 12,Reportage,Al Satwa,Residential,1875,1507,80.4,2009,,Off-Plan,3053,934559,22672899,31,True,True
PRJ-00599,Seven Al Tower 5,Seven Tides,Al Safa,Mixed Use,1299,1122,86.4,2023,,Stalled,3963,1110143,23298489,77,False,True
PRJ-00600,Select Town Tower 7,Select Group,Town Square,Residential,536,407,76.0,2006,2008.0,Completed,1756,1448514,9762382,52,False,True
PRJ-00601,Al Residences 20,Dubai Properties,Al Qusais,Residential,1973,1380,70.0,2018,2022.0,Completed,2745,706730,9963252,38,True,True
PRJ-00602,Palm Residences 18,Emaar Properties,Palm Jumeirah,Mixed Use,1663,1421,85.5,2007,2010.0,Completed,4241,1147146,14248341,15,False,True
PRJ-00603,Select Dubai Tower 8,Select Group,Dubai Marina,Residential,1753,1334,76.1,2021,2023.0,Completed,4255,430396,8041100,48,True,True
PRJ-00604,Palm Residences 20,Deyaar Development,Palm Jumeirah,Commercial,197,127,64.7,2021,2023.0,Completed,2549,1345248,12357497,68,False,True
PRJ-00605,Al Residences 6,Tiger Properties,Al Safa,Residential,1074,858,79.9,2018,,Under Construction,3335,898045,20491103,69,False,True
PRJ-00606,Nakheel Jumeirah Tower 2,Nakheel,Jumeirah,Residential,1938,1559,80.5,2011,2015.0,Completed,2060,1182727,6998715,54,True,False
PRJ-00607,Emaar Umm Tower 1,Emaar Properties,Umm Suqeim,Residential,1404,936,66.7,2018,2023.0,Completed,2308,1467169,7752816,28,False,False
PRJ-00608,Al Residences 1,MAG Property Development,Al Safa,Residential,1583,1295,81.9,2011,2013.0,Completed,3226,563888,21768535,8,False,True
PRJ-00609,Al Residences 6,Reportage,Al Barsha,Residential,1262,850,67.4,2008,2013.0,Completed,2799,682346,22319362,43,False,True
PRJ-00610,Nakheel Dubai Tower 3,Nakheel,Dubai Creek Harbour,Residential,430,406,94.5,2008,2013.0,Completed,4114,479520,16601637,27,True,True
PRJ-00611,Town Residences 9,Meraas,Town Square,Mixed Use,1534,468,30.5,2014,,Off-Plan,932,1395220,17724334,66,True,True
PRJ-00612,Reportage Nad Tower 5,Reportage,Nad Al Sheba,Mixed Use,307,238,77.7,2018,,Under Construction,3932,661566,3592920,35,True,False
PRJ-00613,Al Residences 3,Nakheel,Al Wasl,Residential,1689,771,45.7,2012,,Off-Plan,779,1249132,19277162,27,False,True
PRJ-00614,Al Residences 16,MAG Property Development,Al Qusais,Residential,1486,1159,78.0,2015,2018.0,Completed,1670,659555,5683198,66,True,True
PRJ-00615,Sports Residences 16,Dubai Properties,Sports City,Residential,1444,512,35.5,2005,,Under Construction,3690,725284,6142338,38,True,True
PRJ-00616,Ras Residences 19,Deyaar Development,Ras Al Khor,Residential,356,187,52.5,2009,,Under Construction,1418,1116688,23622708,50,False,False
PRJ-00617,Ellington Nad Tower 4,Ellington Properties,Nad Al Sheba,Commercial,65,53,82.9,2022,2027.0,Completed,2120,1147767,7235660,7,True,True
PRJ-00618,Nakheel JVC Tower 4,Nakheel,JVC,Residential,138,111,80.7,2014,2019.0,Completed,2449,1454878,5310614,39,True,True
PRJ-00619,JLT Residences 6,Emaar Properties,JLT,Mixed Use,188,123,65.7,2020,,Under Construction,1926,846289,13997600,30,False,True
PRJ-00620,Omniyat Al Tower 7,Omniyat,Al Wasl,Residential,449,315,70.3,2010,2013.0,Completed,2761,684483,23003007,57,True,True
PRJ-00621,Al Residences 6,MAG Property Development,Al Qusais,Residential,578,521,90.2,2009,2014.0,Completed,1377,316398,9739629,24,True,True
PRJ-00622,Deyaar Arabian Tower 3,Deyaar Development,Arabian Ranches,Residential,1384,884,63.9,2011,2016.0,Completed,945,682301,24253613,68,True,True
PRJ-00623,Ellington Sports Tower 2,Ellington Properties,Sports City,Residential,378,279,73.8,2019,2024.0,Completed,1442,591887,4295107,23,True,True
PRJ-00624,Al Residences 7,Tiger Properties,Al Satwa,Mixed Use,866,269,31.1,2018,,Under Construction,1902,1178595,14248477,57,True,True
PRJ-00625,Umm Residences 12,Omniyat,Umm Suqeim,Mixed Use,1993,937,47.0,2012,,Under Construction,1096,1406808,6676034,76,False,True
PRJ-00626,Nakheel Al Tower 4,Nakheel,Al Wasl,Mixed Use,140,86,61.6,2023,2025.0,Completed,1835,1434241,18341035,12,False,True
PRJ-00627,Danube DIFC Tower 9,Danube Properties,DIFC,Residential,1087,1025,94.4,2012,2015.0,Completed,4021,406879,4301035,58,True,True
PRJ-00628,Deyaar Al Tower 9,Deyaar Development,Al Quoz,Residential,298,183,61.6,2013,2016.0,Completed,896,1145654,15601413,80,True,True
PRJ-00629,Al Residences 18,Aldar,Al Safa,Residential,1780,1347,75.7,2015,2017.0,Completed,2668,1472701,17505524,20,True,True
PRJ-00630,Deyaar Town Tower 8,Deyaar Development,Town Square,Commercial,949,495,52.2,2021,,Under Construction,2590,1186909,12198503,46,False,True
PRJ-00631,Umm Residences 20,Dubai Properties,Umm Suqeim,Residential,1874,792,42.3,2008,,Off-Plan,3789,426284,4222765,20,True,True
PRJ-00632,Discovery Residences 11,Arada,Discovery Gardens,Commercial,1561,1290,82.7,2017,2019.0,Completed,2715,1211947,12350483,20,True,True
PRJ-00633,Al Residences 19,Emaar Properties,Al Barsha,Mixed Use,828,682,82.5,2021,2023.0,Completed,775,916668,21361299,41,False,True
PRJ-00634,International Residences 11,Danube Properties,International City,Mixed Use,1188,734,61.8,2005,2008.0,Completed,1102,453639,13466713,57,False,True
PRJ-00635,MAG Al Tower 5,MAG Property Development,Al Qusais,Residential,1920,870,45.3,2022,,Stalled,1859,1076822,23862901,65,False,True
PRJ-00636,Al Residences 2,Danube Properties,Al Qusais,Mixed Use,1327,898,67.7,2021,,Under Construction,3027,321173,6725165,36,False,True
PRJ-00637,Bur Residences 17,Tiger Properties,Bur Dubai,Hospitality,1990,1431,71.9,2017,,Under Construction,980,483151,22124883,37,True,True
PRJ-00638,Danube Jumeirah Tower 9,Danube Properties,Jumeirah,Mixed Use,1206,1137,94.3,2007,2011.0,Completed,3860,1415341,5138197,46,True,True
PRJ-00639,Emaar JLT Tower 1,Emaar Properties,JLT,Mixed Use,1420,759,53.5,2014,,Under Construction,2505,400031,6842741,62,True,True
PRJ-00640,Seven Town Tower 6,Seven Tides,Town Square,Residential,1474,338,23.0,2024,,Under Construction,2213,756273,17484457,61,True,True
PRJ-00641,Al Residences 9,Binghatti,Al Wasl,Mixed Use,1219,1189,97.6,2016,2018.0,Completed,4167,459200,11558963,58,True,True
PRJ-00642,Discovery Residences 20,Reportage,Discovery Gardens,Residential,1990,1543,77.5,2013,2018.0,Completed,3806,458600,15848761,35,True,True
PRJ-00643,Al Residences 12,Sobha Realty,Al Barsha,Residential,1267,524,41.4,2017,,Stalled,2878,325207,15039774,20,True,True
PRJ-00644,Dubai Ras Tower 1,Dubai Properties,Ras Al Khor,Commercial,1623,1432,88.3,2019,,Stalled,3074,834064,3818951,31,True,True
PRJ-00645,Dubai Residences 14,Seven Tides,Dubai Marina,Residential,715,234,32.8,2012,,Under Construction,1488,1220171,13055229,65,True,True
PRJ-00646,Arada Ras Tower 5,Arada,Ras Al Khor,Residential,502,419,83.6,2006,2011.0,Completed,3720,1194441,5614783,27,False,True
PRJ-00647,Dubai Jumeirah Tower 6,Dubai Properties,Jumeirah,Residential,335,332,99.3,2016,2020.0,Completed,1736,448438,22970108,24,True,False
PRJ-00648,Nad Residences 14,Nakheel,Nad Al Sheba,Mixed Use,744,603,81.2,2015,,Off-Plan,2932,1184545,24430410,67,True,True
PRJ-00649,Reportage Ras Tower 9,Reportage,Ras Al Khor,Residential,878,810,92.3,2020,,Under Construction,1922,1427599,4194845,43,True,True
PRJ-00650,Arada Al Tower 9,Arada,Al Qusais,Residential,1794,1345,75.0,2006,2009.0,Completed,2818,335222,12405989,47,True,True
PRJ-00651,Dubai Nad Tower 8,Dubai Properties,Nad Al Sheba,Residential,1916,1705,89.0,2022,2026.0,Completed,3663,1412704,19298678,52,True,True
PRJ-00652,Sobha Emaar Tower 4,Sobha Realty,Emaar Beachfront,Residential,1681,367,21.9,2013,,Under Construction,1741,547709,21417983,26,False,True
PRJ-00653,Aldar Motor Tower 1,Aldar,Motor City,Mixed Use,1340,1203,89.8,2014,2016.0,Completed,1551,424493,5612569,43,True,True
PRJ-00654,JVC Residences 4,Ellington Properties,JVC,Mixed Use,173,41,23.9,2011,,Stalled,967,1360467,8285640,52,True,True
PRJ-00655,Business Residences 3,Reportage,Business Bay,Residential,1508,485,32.2,2005,,Under Construction,3006,799876,3803568,29,True,True
PRJ-00656,Ellington Al Tower 9,Ellington Properties,Al Quoz,Mixed Use,82,52,64.5,2018,2022.0,Completed,3462,1284744,14685662,44,True,True
PRJ-00657,Danube Arabian Tower 8,Danube Properties,Arabian Ranches,Residential,1694,1682,99.3,2007,2010.0,Completed,2221,1251157,11640994,43,False,True
PRJ-00658,Bur Residences 18,Tiger Properties,Bur Dubai,Residential,177,162,91.6,2006,,Under Construction,2194,1393608,13869927,75,True,True
PRJ-00659,Al Residences 19,Arada,Al Qusais,Residential,866,563,65.0,2009,2012.0,Completed,2151,390803,19615422,75,True,True
PRJ-00660,Jumeirah Residences 16,Tiger Properties,Jumeirah,Residential,353,128,36.5,2012,,Under Construction,4342,602373,5837808,36,True,False
PRJ-00661,Meraas Sports Tower 8,Meraas,Sports City,Mixed Use,709,609,85.9,2008,,Under Construction,2575,1007625,22968225,53,True,True
PRJ-00662,Mirdif Residences 9,Omniyat,Mirdif,Commercial,2000,1724,86.2,2023,2026.0,Completed,2421,777505,20692284,10,True,False
PRJ-00663,Al Residences 8,MAG Property Development,Al Barsha,Residential,1771,1468,82.9,2016,2018.0,Completed,2574,1087522,18513661,14,True,True
PRJ-00664,Business Residences 3,Sobha Realty,Business Bay,Mixed Use,1369,576,42.1,2011,,Under Construction,3177,995528,24821426,59,True,False
PRJ-00665,Ras Residences 19,Danube Properties,Ras Al Khor,Residential,1955,1249,63.9,2010,,Under Construction,2713,1204841,14403868,43,True,True
PRJ-00666,Danube Nad Tower 5,Danube Properties,Nad Al Sheba,Residential,91,77,84.6,2018,,Off-Plan,1008,785916,7042019,70,True,True
PRJ-00667,MAG Downtown Tower 4,MAG Property Development,Downtown Dubai,Residential,1805,1791,99.3,2022,2024.0,Completed,4407,678961,15280626,57,True,True
PRJ-00668,Dubai Dubai Tower 2,Dubai Properties,Dubai Hills Estate,Residential,288,218,76.0,2019,,Off-Plan,3493,753250,13163391,24,False,True
PRJ-00669,JLT Residences 9,Select Group,JLT,Residential,785,691,88.0,2022,,Off-Plan,2049,754102,13793332,35,False,True
PRJ-00670,Deira Residences 18,Sobha Realty,Deira,Residential,1723,971,56.4,2010,,Under Construction,1505,1021808,4582968,62,True,False
PRJ-00671,Nakheel Emaar Tower 1,Nakheel,Emaar Beachfront,Residential,1344,1316,97.9,2005,2009.0,Completed,1763,398926,15859405,20,False,True
PRJ-00672,Mirdif Residences 10,Aldar,Mirdif,Residential,1148,266,23.2,2021,,Off-Plan,3653,393080,23807967,67,False,True
PRJ-00673,Sports Residences 10,Aldar,Sports City,Residential,1192,810,68.0,2016,,Off-Plan,985,1300025,12106689,61,True,True
PRJ-00674,Discovery Residences 2,Arada,Discovery Gardens,Mixed Use,1612,1575,97.7,2015,2018.0,Completed,2517,963816,18022390,38,True,True
PRJ-00675,Emaar Residences 11,Arada,Emaar Beachfront,Residential,1741,381,21.9,2009,,Off-Plan,4044,971809,21591233,60,True,True
PRJ-00676,Al Residences 5,DAMAC Properties,Al Barsha,Mixed Use,1318,1221,92.7,2008,2011.0,Completed,3333,400799,3007464,5,False,True
PRJ-00677,Discovery Residences 2,Reportage,Discovery Gardens,Mixed Use,1268,383,30.3,2022,,Off-Plan,2807,1294639,19316602,47,False,True
PRJ-00678,Emaar Residences 3,Ellington Properties,Emaar Beachfront,Mixed Use,589,395,67.2,2023,,Off-Plan,2642,580305,24745219,16,True,True
PRJ-00679,Al Residences 8,Arada,Al Karama,Commercial,1422,1059,74.5,2008,2013.0,Completed,3809,746869,22068473,72,True,False
PRJ-00680,Azizi Palm Tower 9,Azizi Developments,Palm Jumeirah,Residential,987,610,61.8,2016,2021.0,Completed,3953,1299013,22695322,32,False,True
PRJ-00681,Sobha Bur Tower 2,Sobha Realty,Bur Dubai,Commercial,531,130,24.5,2012,,Off-Plan,3431,1470948,6937266,30,True,True
PRJ-00682,Binghatti DIFC Tower 8,Binghatti,DIFC,Residential,1515,876,57.9,2017,,Under Construction,3182,969804,19273125,9,True,True
PRJ-00683,Al Residences 5,Emaar Properties,Al Qusais,Mixed Use,1670,1226,73.5,2016,2021.0,Completed,959,1265855,13334701,66,True,False
PRJ-00684,Azizi Al Tower 2,Azizi Developments,Al Satwa,Residential,1610,1349,83.8,2009,2013.0,Completed,4165,612967,7246467,38,True,True
PRJ-00685,Nad Residences 19,Aldar,Nad Al Sheba,Residential,179,112,62.7,2022,2024.0,Completed,3894,1146187,3206255,34,True,False
PRJ-00686,Discovery Residences 18,Emaar Properties,Discovery Gardens,Residential,172,111,64.7,2005,,Under Construction,3538,1455071,13881110,27,False,True
PRJ-00687,Dubai Residences 15,Tiger Properties,Dubai Hills Estate,Residential,1483,1099,74.1,2011,2013.0,Completed,3561,1080500,17612933,66,False,True
PRJ-00688,Umm Residences 19,Azizi Developments,Umm Suqeim,Mixed Use,961,679,70.7,2008,,Off-Plan,1012,378332,12756225,50,False,True
PRJ-00689,International Residences 1,MAG Property Development,International City,Hospitality,74,32,44.0,2013,,Under Construction,1618,420266,17652221,59,False,True
PRJ-00690,Jumeirah Residences 4,Binghatti,Jumeirah,Mixed Use,556,552,99.4,2018,2021.0,Completed,1074,1292986,15218099,72,True,True
PRJ-00691,JVC Residences 17,Dubai Properties,JVC,Residential,1572,1480,94.2,2015,,Off-Plan,1621,635996,22816381,33,True,True
PRJ-00692,Ellington Al Tower 7,Ellington Properties,Al Quoz,Mixed Use,1136,953,83.9,2008,2010.0,Completed,2458,491426,15443247,68,False,False
PRJ-00693,Nakheel Al Tower 1,Nakheel,Al Karama,Residential,119,107,90.2,2016,,Under Construction,2698,1421292,17915971,14,False,True
PRJ-00694,Tiger JLT Tower 3,Tiger Properties,JLT,Residential,1679,1490,88.8,2007,2012.0,Completed,1854,1316695,10603238,71,True,True
PRJ-00695,Nakheel Deira Tower 4,Nakheel,Deira,Residential,1077,993,92.2,2023,2026.0,Completed,1089,1448453,4400922,70,False,True
PRJ-00696,Al Residences 14,Azizi Developments,Al Quoz,Residential,397,239,60.4,2006,,Off-Plan,3776,822390,4085680,65,True,True
PRJ-00697,Reportage Jumeirah Tower 4,Reportage,Jumeirah,Commercial,737,667,90.6,2013,,Off-Plan,1212,652196,9587310,37,True,False
PRJ-00698,Al Residences 14,Select Group,Al Barsha,Mixed Use,1478,556,37.6,2022,,Off-Plan,2396,444589,6595799,59,True,True
PRJ-00699,Select Sports Tower 1,Select Group,Sports City,Mixed Use,698,590,84.5,2010,,Under Construction,4046,963122,4437699,29,True,True
PRJ-00700,Omniyat Al Tower 5,Omniyat,Al Barsha,Residential,172,85,49.4,2020,,Under Construction,779,505906,13169745,64,True,True
PRJ-00701,Dubai Residences 4,Ellington Properties,Dubai Hills Estate,Hospitality,529,352,66.7,2005,,Off-Plan,3302,867062,11192706,22,True,True
PRJ-00702,Sobha Dubai Tower 6,Sobha Realty,Dubai Hills Estate,Commercial,429,376,87.8,2008,,Under Construction,2083,316463,5069048,16,False,True
PRJ-00703,Al Residences 18,Select Group,Al Satwa,Mixed Use,1893,1429,75.5,2011,,Under Construction,2812,1265326,5454303,70,False,True
PRJ-00704,Umm Residences 14,Danube Properties,Umm Suqeim,Residential,1262,989,78.4,2019,2023.0,Completed,2221,1193683,13153513,54,True,False
PRJ-00705,Ellington Downtown Tower 4,Ellington Properties,Downtown Dubai,Residential,1956,1862,95.2,2009,2013.0,Completed,4373,556593,12425086,42,False,True
PRJ-00706,Deyaar Umm Tower 8,Deyaar Development,Umm Suqeim,Residential,441,437,99.3,2011,2014.0,Completed,3421,563492,13005082,44,True,True
PRJ-00707,Deyaar Emaar Tower 2,Deyaar Development,Emaar Beachfront,Residential,1252,252,20.1,2012,,Stalled,2563,365359,5429588,67,False,True
PRJ-00708,Deira Residences 1,DAMAC Properties,Deira,Hospitality,986,781,79.2,2006,2008.0,Completed,2719,598500,3607620,80,False,True
PRJ-00709,Dubai Residences 18,Azizi Developments,Dubai Creek Harbour,Mixed Use,301,215,71.5,2014,2019.0,Completed,798,802157,18269128,34,True,True
PRJ-00710,Nad Residences 18,Meraas,Nad Al Sheba,Residential,745,546,73.3,2013,2018.0,Completed,3691,349417,21804666,27,True,True
PRJ-00711,DAMAC International Tower 7,DAMAC Properties,International City,Residential,1864,1303,69.9,2017,2022.0,Completed,2141,370667,16651693,63,True,True
PRJ-00712,Dubai Residences 13,Sobha Realty,Dubai Hills Estate,Residential,261,231,88.8,2013,,Under Construction,1078,1126159,6425519,18,True,True
PRJ-00713,Nad Residences 8,Reportage,Nad Al Sheba,Hospitality,1323,1136,85.9,2014,,Under Construction,3411,1159084,20969415,65,False,False
PRJ-00714,Ellington Al Tower 9,Ellington Properties,Al Safa,Residential,1084,809,74.7,2006,2008.0,Completed,2264,992840,13916865,25,True,True
PRJ-00715,Deira Residences 20,Sobha Realty,Deira,Hospitality,336,230,68.7,2010,2013.0,Completed,1435,1335218,19589309,49,True,True
PRJ-00716,DAMAC Al Tower 4,DAMAC Properties,Al Qusais,Mixed Use,1698,1611,94.9,2005,,Under Construction,1017,461115,24386248,79,True,True
PRJ-00717,Seven Downtown Tower 9,Seven Tides,Downtown Dubai,Mixed Use,1450,841,58.1,2018,,Off-Plan,3562,595753,17536903,56,False,True
PRJ-00718,Aldar Nad Tower 9,Aldar,Nad Al Sheba,Commercial,599,476,79.5,2014,2018.0,Completed,2013,490298,17826854,78,True,True
PRJ-00719,Arabian Residences 2,Deyaar Development,Arabian Ranches,Hospitality,1505,1127,74.9,2023,2025.0,Completed,1109,333117,17433590,75,True,True
PRJ-00720,Emaar Residences 14,Sobha Realty,Emaar Beachfront,Residential,1465,1260,86.0,2017,,Under Construction,2970,1244747,20890224,77,True,True
PRJ-00721,Azizi Deira Tower 4,Azizi Developments,Deira,Residential,395,356,90.2,2017,2020.0,Completed,848,491978,22258976,50,True,True
PRJ-00722,Reportage Business Tower 1,Reportage,Business Bay,Residential,1952,1014,52.0,2021,,Under Construction,2244,539544,21623561,47,True,True
PRJ-00723,Business Residences 18,Nakheel,Business Bay,Mixed Use,241,117,48.9,2021,,Under Construction,2945,678458,2150561,68,True,True
PRJ-00724,Arabian Residences 8,Select Group,Arabian Ranches,Mixed Use,917,818,89.3,2019,2022.0,Completed,4426,1451504,19018897,16,True,True
PRJ-00725,Seven Deira Tower 6,Seven Tides,Deira,Mixed Use,237,150,63.5,2014,,Off-Plan,3616,659489,20706161,10,True,True
PRJ-00726,Danube Bur Tower 9,Danube Properties,Bur Dubai,Residential,1547,1351,87.4,2023,2026.0,Completed,1535,1307944,20992633,70,True,True
PRJ-00727,Ras Residences 17,Binghatti,Ras Al Khor,Residential,160,99,62.2,2021,,Off-Plan,3992,300980,3427678,7,True,True
PRJ-00728,Mirdif Residences 3,Deyaar Development,Mirdif,Residential,196,143,73.2,2014,2019.0,Completed,1599,352530,23206365,48,True,False
PRJ-00729,Azizi Al Tower 7,Azizi Developments,Al Wasl,Residential,813,169,20.9,2009,,Off-Plan,1379,1262266,20514301,45,True,True
PRJ-00730,Sobha Jumeirah Tower 5,Sobha Realty,Jumeirah,Residential,1052,722,68.7,2013,2018.0,Completed,3035,988576,7796868,12,False,False
PRJ-00731,Al Residences 7,Emaar Properties,Al Quoz,Residential,1553,1031,66.4,2021,2023.0,Completed,2229,1209601,11899002,6,False,True
PRJ-00732,Umm Residences 13,Danube Properties,Umm Suqeim,Hospitality,135,92,68.5,2022,,Under Construction,1642,1428522,4347089,38,True,True
PRJ-00733,Meraas Downtown Tower 8,Meraas,Downtown Dubai,Residential,1458,1216,83.4,2017,,Stalled,2319,578975,2355457,79,True,True
PRJ-00734,Ras Residences 19,Reportage,Ras Al Khor,Residential,202,151,75.1,2013,2016.0,Completed,3750,1104546,2740754,21,True,True
PRJ-00735,Business Residences 15,Select Group,Business Bay,Residential,1691,754,44.6,2016,,Off-Plan,2977,300385,22329001,17,False,True
PRJ-00736,Emaar Residences 19,MAG Property Development,Emaar Beachfront,Residential,750,614,81.9,2009,2012.0,Completed,1299,993654,7075669,68,False,True
PRJ-00737,Aldar JLT Tower 2,Aldar,JLT,Residential,1837,1611,87.7,2022,2024.0,Completed,3617,1399071,21226208,48,False,True
PRJ-00738,Azizi Motor Tower 1,Azizi Developments,Motor City,Commercial,308,270,88.0,2009,,Under Construction,2202,465870,22362485,69,True,True
