unit_id,building_id,unit_number,floor,bedrooms,bathrooms,area_sqft,property_type,view,is_furnished,current_status,last_transaction_year,last_sale_price_aed
UNIT-0002458,BLDG-001677,4916,9,2,3,3957,Studio,No Preference,False,Occupied,2018,6726390
UNIT-0002459,BLDG-002199,1009,14,4,4,4333,Apartment,City View,False,Occupied,2020,10588935
UNIT-0002460,BLDG-007573,3309,39,1,1,2543,Apartment,No Preference,True,Occupied,2017,14709735
UNIT-0002461,BLDG-012119,519,23,2,2,3335,Apartment,Sea View,False,Occupied,2021,8412172
UNIT-0002462,BLDG-009709,1413,78,2,1,3716,Townhouse,City View,False,Under Renovation,2015,2345401
UNIT-0002463,BLDG-012854,719,47,4,1,866,Apartment,No Preference,True,Occupied,2015,5960443
UNIT-0002464,BLDG-003810,7704,35,2,5,4258,Apartment,City View,True,Occupied,2023,3234623
UNIT-0002465,BLDG-003419,7818,29,1,5,4557,Apartment,City View,False,Vacant,2023,8816930
UNIT-0002466,BLDG-004166,6309,73,1,4,4089,Apartment,City View,False,Occupied,2018,1268915
UNIT-0002467,BLDG-005311,4113,28,2,3,1334,Apartment,Pool View,True,Occupied,2019,6452745
UNIT-0002468,BLDG-010156,5113,24,2,3,4248,Villa,Sea View,False,Vacant,2022,4546630
UNIT-0002469,BLDG-005991,1816,77,2,2,2982,Apartment,Pool View,False,Occupied,2017,14412127
UNIT-0002470,BLDG-006888,2307,64,0,2,1402,Townhouse,City View,False,Occupied,2024,1715696
UNIT-0002471,BLDG-013685,7609,12,2,2,1656,Apartment,City View,True,Occupied,2024,5071789
UNIT-0002472,BLDG-000925,6905,62,3,3,766,Villa,Pool View,True,Occupied,2023,14397996
UNIT-0002473,BLDG-012284,2813,74,3,3,1048,Apartment,Sea View,False,Occupied,2015,3656438
UNIT-0002474,BLDG-001843,7004,36,2,3,4196,Apartment,No Preference,False,Vacant,2024,4581043
UNIT-0002475,BLDG-002055,4517,9,4,3,2485,Apartment,Garden View,False,Vacant,2017,12751858
UNIT-0002476,BLDG-000545,3012,3,2,1,3694,Studio,Sea View,False,Occupied,2023,10578956
UNIT-0002477,BLDG-005780,1817,44,2,2,4002,Apartment,Garden View,True,Occupied,2022,1001485
UNIT-0002478,BLDG-005228,6901,5,1,1,4759,Villa,No Preference,False,Occupied,2021,13039614
UNIT-0002479,BLDG-002377,904,26,3,3,3949,Villa,Garden View,True,Vacant,2023,11905948
UNIT-0002480,BLDG-008102,5118,47,3,2,3616,Villa,Garden View,False,Occupied,2020,1216609
UNIT-0002481,BLDG-003977,2319,76,4,1,2517,Apartment,Garden View,True,Occupied,2018,12808279
UNIT-0002482,BLDG-012052,5313,20,3,4,1727,Apartment,Sea View,False,Occupied,2018,5649146
UNIT-0002483,BLDG-003137,1010,75,2,5,1326,Villa,Sea View,False,Occupied,2021,6833695
UNIT-0002484,BLDG-011097,2620,77,2,5,4079,Townhouse,Garden View,False,Occupied,2017,11776025
UNIT-0002485,BLDG-010326,3019,7,4,4,1270,Apartment,City View,False,Vacant,2019,2204635
UNIT-0002486,BLDG-008563,2103,44,1,2,3884,Apartment,Sea View,True,Occupied,2023,5836647
UNIT-0002487,BLDG-011297,4504,77,1,3,2376,Apartment,City View,False,Vacant,2015,3599675
UNIT-0002488,BLDG-013237,5311,47,4,2,2490,Townhouse,No Preference,False,Occupied,2024,10138594
UNIT-0002489,BLDG-006796,3520,70,2,4,3649,Apartment,City View,False,Vacant,2021,13381778
UNIT-0002490,BLDG-002176,2009,17,2,3,3147,Villa,City View,False,Vacant,2015,3246764
UNIT-0002491,BLDG-007119,119,42,1,2,2517,Townhouse,City View,False,Vacant,2023,376785
UNIT-0002492,BLDG-014612,2614,45,2,3,3744,Apartment,City View,False,Occupied,2017,2206260
UNIT-0002493,BLDG-013993,5705,60,2,1,2460,Studio,Pool View,True,Occupied,2017,9425982
UNIT-0002494,BLDG-002613,2809,79,5,2,4430,Studio,City View,False,Vacant,2015,5579253
UNIT-0002495,BLDG-000506,7609,4,2,2,2112,Villa,Sea View,False,Vacant,2015,4611966
UNIT-0002496,BLDG-001676,2903,49,2,2,4266,Townhouse,No Preference,False,Occupied,2017,6382786
UNIT-0002497,BLDG-001561,508,33,1,5,978,Apartment,No Preference,False,Occupied,2020,3105065
UNIT-0002498,BLDG-003461,1414,70,1,4,3437,Apartment,Sea View,False,Vacant,2024,5362647
UNIT-0002499,BLDG-011464,5510,34,5,2,1305,Apartment,Pool View,False,Occupied,2018,7894534
UNIT-0002500,BLDG-006803,1314,40,1,2,924,Apartment,No Preference,True,Occupied,2023,1467188
UNIT-0002501,BLDG-000981,7010,21,2,2,4174,Apartment,City View,False,Occupied,2024,8374219
UNIT-0002502,BLDG-001940,6706,60,2,1,729,Penthouse,No Preference,True,Vacant,2021,5196352
UNIT-0002503,BLDG-002168,3701,5,3,4,3047,Villa,City View,True,Occupied,2019,2306210
UNIT-0002504,BLDG-003328,5208,36,4,2,3938,Apartment,Sea View,False,Occupied,2024,8668117
UNIT-0002505,BLDG-012742,2616,24,2,3,1485,Townhouse,No Preference,False,Vacant,2022,8882315
UNIT-0002506,BLDG-008277,2011,39,0,2,4527,Apartment,City View,False,Occupied,2018,2467806
UNIT-0002507,BLDG-001390,4309,24,2,2,2591,Villa,City View,True,Occupied,2022,2590086
UNIT-0002508,BLDG-001383,6407,57,1,3,4273,Apartment,City View,True,Occupied,2022,14276958
UNIT-0002509,BLDG-010313,4007,1,2,3,4816,Apartment,Garden View,False,Occupied,2015,7966377
UNIT-0002510,BLDG-011011,7505,42,2,2,4705,Apartment,Sea View,False,Occupied,2017,10787087
UNIT-0002511,BLDG-013186,4211,31,2,2,4606,Apartment,No Preference,False,Occupied,2023,7430534
UNIT-0002512,BLDG-008051,3612,13,4,2,494,Apartment,City View,False,Occupied,2021,3248199
UNIT-0002513,BLDG-009408,6316,47,1,2,2083,Townhouse,No Preference,False,Occupied,2021,1361565
UNIT-0002514,BLDG-013714,3919,22,1,3,1520,Studio,No Preference,False,Under Renovation,2015,9150501
UNIT-0002515,BLDG-000507,1516,35,1,3,493,Villa,Pool View,False,Occupied,2016,9174658
UNIT-0002516,BLDG-009084,1613,3,2,2,2635,Studio,Garden View,False,Occupied,2018,2590230
UNIT-0002517,BLDG-010318,5111,40,3,3,4450,Villa,Garden View,False,Under Renovation,2016,5627786
UNIT-0002518,BLDG-000302,2010,11,2,4,3343,Studio,Garden View,False,Occupied,2018,7645475
UNIT-0002519,BLDG-005963,6007,62,2,3,1959,Studio,No Preference,True,Vacant,2016,836513
UNIT-0002520,BLDG-011968,6011,48,1,4,4060,Apartment,No Preference,False,Occupied,2022,403062
UNIT-0002521,BLDG-000050,1618,67,3,2,2073,Villa,No Preference,True,Occupied,2019,3576806
UNIT-0002522,BLDG-011812,7309,80,1,2,3161,Apartment,Garden View,False,Occupied,2019,4151354
UNIT-0002523,BLDG-008061,4808,46,2,3,3772,Apartment,Garden View,False,Vacant,2023,4256401
UNIT-0002524,BLDG-008044,4418,55,3,3,876,Villa,Garden View,True,Occupied,2020,5673347
UNIT-0002525,BLDG-008918,6920,77,1,2,626,Studio,No Preference,False,Occupied,2021,11390228
UNIT-0002526,BLDG-003739,1207,27,3,1,4656,Apartment,Pool View,False,Occupied,2021,6192053
UNIT-0002527,BLDG-001009,5908,49,1,5,1605,Apartment,No Preference,False,Vacant,2023,14423144
UNIT-0002528,BLDG-009463,1408,32,2,3,1216,Villa,Garden View,False,Vacant,2019,1921634
UNIT-0002529,BLDG-009183,513,11,0,3,1808,Apartment,No Preference,False,Vacant,2024,5075825
UNIT-0002530,BLDG-009219,308,4,2,3,4431,Apartment,Garden View,False,Occupied,2023,1269866
UNIT-0002531,BLDG-006138,6709,43,3,2,3327,Apartment,City View,False,Occupied,2023,9177941
UNIT-0002532,BLDG-002978,6910,57,3,3,3525,Apartment,Pool View,True,Occupied,2022,7380713
UNIT-0002533,BLDG-004458,6605,48,2,1,2851,Townhouse,No Preference,True,Occupied,2019,8318452
UNIT-0002534,BLDG-008863,8012,50,1,3,2606,Apartment,Sea View,False,Occupied,2021,3799762
UNIT-0002535,BLDG-004913,6908,18,2,4,3143,Apartment,Garden View,True,Vacant,2022,6631591
UNIT-0002536,BLDG-007303,2404,52,1,3,3972,Apartment,No Preference,False,Occupied,2015,13506744
UNIT-0002537,BLDG-003703,3202,7,2,2,2932,Studio,Sea View,False,Occupied,2018,1184949
UNIT-0002538,BLDG-001221,3511,66,1,2,2597,Apartment,Garden View,False,Occupied,2022,7252587
UNIT-0002539,BLDG-003645,710,41,3,3,1659,Studio,City View,True,Occupied,2023,9978758
UNIT-0002540,BLDG-013010,3604,27,2,4,3100,Villa,City View,True,Occupied,2021,14874175
UNIT-0002541,BLDG-009424,7507,69,1,2,4648,Apartment,Pool View,False,Vacant,2015,6252817
UNIT-0002542,BLDG-012948,4805,69,4,5,1488,Townhouse,Garden View,False,Vacant,2016,9882901
UNIT-0002543,BLDG-012204,1313,56,4,2,3493,Villa,Pool View,True,Under Renovation,2015,13920457
UNIT-0002544,BLDG-009443,1606,3,3,1,2868,Apartment,Pool View,False,Occupied,2024,7029180
UNIT-0002545,BLDG-009072,907,35,1,1,3215,Apartment,No Preference,True,Vacant,2020,5456625
UNIT-0002546,BLDG-006168,2911,44,0,2,4345,Studio,City View,False,Occupied,2019,11227025
UNIT-0002547,BLDG-004120,7504,56,2,2,918,Townhouse,Sea View,True,Occupied,2022,693477
UNIT-0002548,BLDG-003633,409,64,2,2,4568,Apartment,Pool View,False,Occupied,2015,4572962
UNIT-0002549,BLDG-009143,2420,33,3,2,1968,Apartment,No Preference,False,Occupied,2022,364988
UNIT-0002550,BLDG-013978,1608,67,2,2,3335,Penthouse,No Preference,False,Occupied,2017,13494852
UNIT-0002551,BLDG-003643,1919,64,5,2,4244,Villa,Sea View,False,Occupied,2015,9473332
UNIT-0002552,BLDG-003691,1208,45,2,5,4056,Villa,Sea View,False,Vacant,2019,11933393
UNIT-0002553,BLDG-003707,6602,59,1,1,4300,Villa,No Preference,True,Occupied,2024,11583114
UNIT-0002554,BLDG-001885,2205,31,3,5,853,Apartment,Pool View,True,Occupied,2021,10835024
UNIT-0002555,BLDG-008490,1304,64,0,4,4652,Apartment,Pool View,True,Occupied,2023,5321699
UNIT-0002556,BLDG-012354,2120,9,1,2,2665,Townhouse,City View,True,Occupied,2022,8404137
UNIT-0002557,BLDG-007074,916,29,3,3,1099,Apartment,Pool View,True,Under Renovation,2024,12314111
UNIT-0002558,BLDG-014159,2814,63,0,1,2646,Apartment,City View,True,Occupied,2019,443197
UNIT-0002559,BLDG-013126,501,7,3,3,842,Apartment,City View,False,Occupied,2022,9641922
UNIT-0002560,BLDG-004083,5519,13,2,3,4551,Apartment,Pool View,True,Vacant,2016,787575
UNIT-0002561,BLDG-002010,5312,55,2,4,449,Apartment,City View,True,Occupied,2024,1248550
UNIT-0002562,BLDG-002922,5720,71,3,1,3640,Apartment,City View,False,Vacant,2018,7255999
UNIT-0002563,BLDG-007394,3803,4,1,3,799,Apartment,Sea View,True,Vacant,2023,13221836
UNIT-0002564,BLDG-012357,105,21,1,1,2805,Apartment,Sea View,False,Occupied,2024,10885068
UNIT-0002565,BLDG-014518,7805,73,2,2,3533,Townhouse,City View,True,Occupied,2022,1773592
UNIT-0002566,BLDG-005705,915,36,2,4,2758,Townhouse,City View,False,Vacant,2021,1302647
UNIT-0002567,BLDG-004656,1906,10,3,2,4962,Apartment,Garden View,True,Vacant,2020,13219198
UNIT-0002568,BLDG-009070,4301,80,5,2,1116,Apartment,Pool View,False,Occupied,2018,13488095
UNIT-0002569,BLDG-002784,310,36,2,1,1784,Apartment,City View,False,Occupied,2016,8958573
UNIT-0002570,BLDG-005111,2905,71,3,2,2009,Apartment,City View,False,Vacant,2017,3908707
UNIT-0002571,BLDG-000705,7220,72,2,4,3896,Studio,Garden View,False,Vacant,2017,11406941
UNIT-0002572,BLDG-001512,2810,44,4,2,2109,Apartment,Garden View,False,Vacant,2021,8947164
UNIT-0002573,BLDG-005774,4213,54,0,2,4064,Apartment,Pool View,True,Occupied,2017,8732190
UNIT-0002574,BLDG-004642,4518,26,2,1,1682,Penthouse,City View,True,Vacant,2016,7596330
UNIT-0002575,BLDG-007450,4320,80,1,2,1385,Apartment,City View,False,Occupied,2018,8582401
UNIT-0002576,BLDG-005935,1707,74,3,3,1980,Townhouse,Sea View,False,Vacant,2023,14086199
UNIT-0002577,BLDG-002933,6815,6,0,4,1575,Apartment,Pool View,False,Vacant,2016,14150070
UNIT-0002578,BLDG-012861,2608,13,5,4,3062,Penthouse,City View,False,Occupied,2021,2073145
UNIT-0002579,BLDG-014980,5607,1,1,3,3114,Penthouse,Sea View,False,Vacant,2018,301318
UNIT-0002580,BLDG-014214,6702,25,2,2,3005,Apartment,Sea View,False,Occupied,2023,708096
UNIT-0002581,BLDG-006463,5202,29,2,3,1716,Apartment,No Preference,False,Vacant,2017,14535562
UNIT-0002582,BLDG-004094,6615,3,4,2,4606,Townhouse,Sea View,False,Occupied,2016,11323621
UNIT-0002583,BLDG-006751,2917,35,3,2,2674,Townhouse,Garden View,True,Occupied,2023,5216989
UNIT-0002584,BLDG-010143,403,58,2,3,2339,Studio,City View,False,Occupied,2017,13781473
UNIT-0002585,BLDG-002477,3316,28,2,1,2218,Apartment,Pool View,False,Vacant,2017,13879173
UNIT-0002586,BLDG-010897,1012,79,4,2,1227,Apartment,Sea View,False,Occupied,2020,8775954
UNIT-0002587,BLDG-013187,3408,9,3,2,962,Studio,Sea View,False,Under Renovation,2020,10883404
UNIT-0002588,BLDG-005860,7815,2,4,2,708,Apartment,Garden View,False,Occupied,2020,6403893
UNIT-0002589,BLDG-011710,4410,30,3,2,3189,Apartment,Sea View,False,Occupied,2020,14141865
UNIT-0002590,BLDG-003486,1501,63,2,3,2125,Townhouse,City View,True,Occupied,2016,2088244
UNIT-0002591,BLDG-012931,1401,13,1,1,3105,Apartment,No Preference,False,Occupied,2024,12104889
UNIT-0002592,BLDG-005311,6512,59,1,5,4864,Apartment,City View,True,Occupied,2019,13884651
UNIT-0002593,BLDG-014648,3012,66,2,3,2138,Apartment,City View,False,Under Renovation,2018,13674304
UNIT-0002594,BLDG-005904,1512,29,4,4,970,Studio,City View,False,Occupied,2021,13999200
UNIT-0002595,BLDG-013927,7404,23,2,2,3899,Townhouse,Pool View,False,Occupied,2023,14876397
UNIT-0002596,BLDG-000086,5105,59,4,3,761,Apartment,Sea View,True,Occupied,2021,6762738
UNIT-0002597,BLDG-002737,2106,74,5,4,1465,Apartment,City View,False,Vacant,2021,2737572
UNIT-0002598,BLDG-001237,1502,43,5,3,2213,Apartment,Garden View,False,Occupied,2015,620933
UNIT-0002599,BLDG-001139,5907,74,5,4,3311,Villa,Garden View,False,Occupied,2017,10080871
UNIT-0002600,BLDG-000514,6113,36,2,2,2926,Apartment,City View,True,Under Renovation,2022,13585011
UNIT-0002601,BLDG-005492,7919,74,5,2,3663,Apartment,Pool View,False,Occupied,2018,5638469
UNIT-0002602,BLDG-002127,6717,36,0,2,4179,Apartment,Pool View,False,Occupied,2017,11887797
UNIT-0002603,BLDG-009972,4308,40,5,2,2151,Villa,Sea View,False,Occupied,2018,2347538
UNIT-0002604,BLDG-011129,5111,41,4,3,4609,Apartment,City View,True,Occupied,2015,9478915
UNIT-0002605,BLDG-000223,5320,22,0,4,2045,Apartment,City View,False,Occupied,2023,5334390
UNIT-0002606,BLDG-004316,5307,32,1,5,2779,Apartment,Sea View,False,Occupied,2022,14436186
UNIT-0002607,BLDG-000463,6113,31,3,2,886,Villa,Pool View,True,Vacant,2018,2311329
UNIT-0002608,BLDG-008733,1708,41,3,3,501,Villa,Sea View,True,Occupied,2018,14840998
UNIT-0002609,BLDG-000183,118,58,4,2,1089,Apartment,No Preference,True,Vacant,2017,14192984
UNIT-0002610,BLDG-008758,4410,74,1,2,1183,Studio,Garden View,True,Occupied,2019,6397743
UNIT-0002611,BLDG-007255,7507,74,3,3,1121,Apartment,No Preference,False,Occupied,2015,6456681
UNIT-0002612,BLDG-001282,5415,22,2,2,4337,Villa,Pool View,True,Vacant,2022,4200648
UNIT-0002613,BLDG-011169,6602,51,2,4,755,Penthouse,Pool View,False,Occupied,2023,1905472
UNIT-0002614,BLDG-010184,3605,40,2,3,1563,Apartment,City View,True,Occupied,2018,4776959
UNIT-0002615,BLDG-009898,5019,63,5,1,1490,Villa,No Preference,False,Vacant,2024,3180140
UNIT-0002616,BLDG-006993,2313,65,2,2,3382,Apartment,City View,False,Occupied,2018,11512266
UNIT-0002617,BLDG-002531,901,43,3,3,1015,Apartment,City View,True,Occupied,2018,9483516
UNIT-0002618,BLDG-008752,1120,23,3,2,2014,Apartment,City View,False,Vacant,2016,13943712
UNIT-0002619,BLDG-004002,5601,30,1,4,4363,Apartment,City View,True,Occupied,2023,13678442
UNIT-0002620,BLDG-004419,4011,74,0,3,2222,Apartment,Garden View,False,Under Renovation,2022,11833628
UNIT-0002621,BLDG-007941,5313,46,4,3,4631,Villa,Sea View,False,Vacant,2022,1897320
UNIT-0002622,BLDG-001101,7606,16,2,2,3732,Townhouse,Garden View,True,Occupied,2022,14819103
UNIT-0002623,BLDG-011169,2605,28,1,2,1618,Apartment,City View,False,Occupied,2024,7805095
UNIT-0002624,BLDG-013533,5405,9,3,3,1423,Apartment,Pool View,False,Under Renovation,2019,2416097
UNIT-0002625,BLDG-000727,4707,77,2,3,511,Apartment,Pool View,True,Occupied,2022,6383331
UNIT-0002626,BLDG-006200,906,69,4,5,4710,Apartment,No Preference,False,Occupied,2018,7565569
UNIT-0002627,BLDG-012699,5512,65,2,4,3912,Apartment,City View,False,Under Renovation,2022,11566209
UNIT-0002628,BLDG-002239,2020,58,1,3,3601,Villa,City View,True,Occupied,2020,6700200
UNIT-0002629,BLDG-003302,6215,34,1,3,2628,Villa,City View,True,Occupied,2020,14468248
UNIT-0002630,BLDG-004185,7316,45,1,2,589,Townhouse,Garden View,True,Occupied,2024,2224379
UNIT-0002631,BLDG-008425,7613,60,4,2,561,Apartment,Sea View,True,Vacant,2022,8581311
UNIT-0002632,BLDG-005878,217,38,4,2,1707,Apartment,City View,True,Occupied,2018,1573277
UNIT-0002633,BLDG-001369,5707,3,5,4,2177,Apartment,Pool View,False,Occupied,2021,11622560
UNIT-0002634,BLDG-012784,3609,75,4,2,2846,Studio,Garden View,False,Occupied,2017,7866093
UNIT-0002635,BLDG-012139,1907,2,3,4,3118,Apartment,City View,True,Vacant,2024,14109840
UNIT-0002636,BLDG-000185,4201,20,2,2,1500,Apartment,City View,False,Occupied,2017,1296394
UNIT-0002637,BLDG-005994,2619,64,0,1,1699,Apartment,Sea View,False,Occupied,2023,12357929
UNIT-0002638,BLDG-004800,4317,52,3,2,1386,Apartment,Pool View,False,Occupied,2015,11054784
UNIT-0002639,BLDG-005187,6313,75,1,3,4558,Apartment,Sea View,False,Vacant,2020,14520505
UNIT-0002640,BLDG-005052,4315,80,3,2,1295,Townhouse,No Preference,False,Occupied,2015,2182491
UNIT-0002641,BLDG-000244,5117,45,2,3,2731,Apartment,No Preference,False,Occupied,2021,11151766
UNIT-0002642,BLDG-013238,7914,76,2,3,1968,Apartment,City View,True,Occupied,2015,2052131
UNIT-0002643,BLDG-003705,5302,42,3,2,3681,Apartment,City View,False,Occupied,2017,9462283
UNIT-0002644,BLDG-007811,3109,7,1,4,3702,Apartment,No Preference,True,Occupied,2018,6980743
UNIT-0002645,BLDG-002171,2907,61,0,2,1952,Townhouse,Garden View,False,Occupied,2023,5070826
UNIT-0002646,BLDG-005660,1011,10,3,2,737,Apartment,No Preference,False,Occupied,2021,3354837
UNIT-0002647,BLDG-011825,220,33,5,3,4136,Apartment,Sea View,False,Occupied,2019,2938565
UNIT-0002648,BLDG-003910,4419,25,3,1,3109,Apartment,No Preference,True,Occupied,2017,8038068
UNIT-0002649,BLDG-011541,7312,19,0,2,1777,Townhouse,City View,True,Occupied,2016,12628426
UNIT-0002650,BLDG-007872,2605,23,0,2,412,Villa,Garden View,True,Vacant,2021,446204
UNIT-0002651,BLDG-009078,8004,27,3,5,3895,Townhouse,Sea View,False,Occupied,2015,9992654
UNIT-0002652,BLDG-004471,7210,70,2,1,3646,Townhouse,Pool View,False,Vacant,2024,7487356
UNIT-0002653,BLDG-006132,2608,55,2,3,645,Apartment,City View,False,Occupied,2020,9991427
UNIT-0002654,BLDG-008371,4404,15,2,4,4999,Studio,Garden View,False,Under Renovation,2017,12521531
UNIT-0002655,BLDG-010979,6913,47,1,3,911,Apartment,Pool View,False,Vacant,2018,8958462
UNIT-0002656,BLDG-010244,5114,66,4,2,4367,Apartment,Pool View,False,Occupied,2020,10636402
UNIT-0002657,BLDG-012581,420,78,3,3,3400,Apartment,City View,False,Occupied,2020,3029807
UNIT-0002658,BLDG-014778,4704,15,2,2,4375,Apartment,Garden View,False,Occupied,2017,6391244
UNIT-0002659,BLDG-006527,7607,24,2,2,3319,Studio,No Preference,True,Under Renovation,2015,5442608
UNIT-0002660,BLDG-003723,1720,24,1,3,3873,Villa,Garden View,False,Occupied,2018,1261085
UNIT-0002661,BLDG-000104,3613,59,3,2,4511,Apartment,City View,True,Occupied,2021,14481319
UNIT-0002662,BLDG-004335,7902,14,2,4,2132,Apartment,No Preference,False,Occupied,2018,6366605
UNIT-0002663,BLDG-000909,6112,40,3,2,2205,Townhouse,No Preference,False,Occupied,2016,4051151
UNIT-0002664,BLDG-002688,7217,17,0,4,488,Townhouse,City View,False,Occupied,2017,2610343
UNIT-0002665,BLDG-013256,4308,7,5,2,578,Apartment,City View,True,Occupied,2023,867391
UNIT-0002666,BLDG-007232,1404,62,3,2,3175,Apartment,City View,False,Occupied,2018,9759805
UNIT-0002667,BLDG-011085,1711,44,3,3,1796,Apartment,No Preference,False,Under Renovation,2016,13858078
UNIT-0002668,BLDG-009096,5212,74,2,3,3338,Studio,City View,False,Occupied,2024,12116551
UNIT-0002669,BLDG-009374,2707,23,4,3,4275,Villa,Garden View,False,Occupied,2017,5107104
UNIT-0002670,BLDG-014873,405,16,1,3,3806,Apartment,City View,False,Occupied,2016,8811332
UNIT-0002671,BLDG-007353,1919,22,1,5,2588,Townhouse,Garden View,False,Occupied,2016,6244695
UNIT-0002672,BLDG-009822,3614,42,4,2,658,Apartment,City View,False,Vacant,2021,8464721
UNIT-0002673,BLDG-004928,2301,40,3,4,3656,Townhouse,No Preference,True,Occupied,2016,10399126
UNIT-0002674,BLDG-003207,5104,77,1,4,4008,Apartment,Garden View,False,Occupied,2024,466910
UNIT-0002675,BLDG-002485,5714,24,2,3,1223,Apartment,Garden View,False,Occupied,2022,1789074
UNIT-0002676,BLDG-006997,2504,21,1,2,1457,Apartment,Garden View,True,Occupied,2015,4540140
UNIT-0002677,BLDG-007741,2214,78,2,3,2165,Apartment,Pool View,True,Occupied,2017,7751100
UNIT-0002678,BLDG-005834,6712,26,2,2,806,Studio,No Preference,False,Vacant,2016,2715798
UNIT-0002679,BLDG-010956,7010,50,3,2,2067,Apartment,Garden View,False,Occupied,2023,3538591
UNIT-0002680,BLDG-000119,4018,43,1,1,1551,Apartment,City View,True,Vacant,2022,12068832
UNIT-0002681,BLDG-005763,3706,50,1,1,3198,Studio,Pool View,False,Under Renovation,2021,13201394
UNIT-0002682,BLDG-014026,707,35,0,3,4186,Apartment,Sea View,True,Occupied,2016,8445814
UNIT-0002683,BLDG-004362,816,66,1,3,2211,Apartment,Garden View,False,Occupied,2021,12770078
UNIT-0002684,BLDG-001185,2005,6,3,2,2372,Apartment,City View,True,Occupied,2022,7426902
UNIT-0002685,BLDG-006460,5611,65,1,2,4966,Studio,No Preference,True,Occupied,2018,6045709
UNIT-0002686,BLDG-011296,8017,7,2,4,3075,Apartment,Garden View,False,Occupied,2023,10889078
UNIT-0002687,BLDG-010887,3905,41,1,1,1246,Townhouse,City View,False,Occupied,2022,11478981
UNIT-0002688,BLDG-009209,4913,65,1,4,3680,Apartment,Sea View,False,Occupied,2021,9752509
UNIT-0002689,BLDG-012419,1802,67,2,1,2966,Apartment,Sea View,False,Occupied,2022,7619266
UNIT-0002690,BLDG-010353,1315,33,1,3,4011,Apartment,Sea View,False,Occupied,2023,12741934
UNIT-0002691,BLDG-006066,4120,28,2,3,947,Apartment,No Preference,False,Occupied,2020,3544785
UNIT-0002692,BLDG-004779,3612,55,3,4,1562,Villa,City View,True,Vacant,2020,12986070
